Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Small Business,Canada, VTT , Medium ,"$2,436.00 ",$250.00 ,$300.00 ,"$730,800.00 ",43848,"$686,952.00 ","$609,000.00 ",77952,12/1/2013,12, December ,2013
Enterprise,France, Amarilla , Medium ,"$1,987.50 ",$260.00 ,$125.00 ,"$248,437.50 ",14906.25,"$233,531.25 ","$238,500.00 ",-4968.75,1/1/2014,1, January ,2014
Government,Mexico, Amarilla , Medium ,"$1,679.00 ",$260.00 ,$350.00 ,"$587,650.00 ",35259,"$552,391.00 ","$436,540.00 ",115851,9/1/2014,9, September ,2014
Government,United States of America, Amarilla , Medium ,$727.00 ,$260.00 ,$350.00 ,"$254,450.00 ",15267,"$239,183.00 ","$189,020.00 ",50163,10/1/2013,10, October ,2013
Government,France, Amarilla , Medium ,"$1,403.00 ",$260.00 ,$7.00 ,"$9,821.00 ",589.26,"$9,231.74 ","$7,015.00 ",2216.74,10/1/2013,10, October ,2013
Government,France, Amarilla , Medium ,"$2,076.00 ",$260.00 ,$350.00 ,"$726,600.00 ",43596,"$683,004.00 ","$539,760.00 ",143244,10/1/2013,10, October ,2013
Government,France, Montana , Medium ,"$1,757.00 ",$5.00 ,$20.00 ,"$35,140.00 ",2108.4,"$33,031.60 ","$17,570.00 ",15461.6,10/1/2013,10, October ,2013
Midmarket,United States of America, Paseo , Medium ,"$2,198.00 ",$10.00 ,$15.00 ,"$32,970.00 ",1978.2,"$30,991.80 ","$21,980.00 ",9011.8,8/1/2014,8, August ,2014
Midmarket,Germany, Paseo , Medium ,"$1,743.00 ",$10.00 ,$15.00 ,"$26,145.00 ",1568.7,"$24,576.30 ","$17,430.00 ",7146.3,8/1/2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ,"$1,153.00 ",$10.00 ,$15.00 ,"$17,295.00 ",1037.7,"$16,257.30 ","$11,530.00 ",4727.3,10/1/2014,10, October ,2014
Government,France, Paseo , Medium ,"$1,757.00 ",$10.00 ,$20.00 ,"$35,140.00 ",2108.4,"$33,031.60 ","$17,570.00 ",15461.6,10/1/2013,10, October ,2013
Government,Germany, Velo , Medium ,"$1,001.00 ",$120.00 ,$20.00 ,"$20,020.00 ",1201.2,"$18,818.80 ","$10,010.00 ",8808.8,8/1/2014,8, August ,2014
Government,Mexico, Velo , Medium ,"$1,333.00 ",$120.00 ,$7.00 ,"$9,331.00 ",559.86,"$8,771.14 ","$6,665.00 ",2106.14,11/1/2014,11, November ,2014
Midmarket,United States of America, VTT , Medium ,"$1,153.00 ",$250.00 ,$15.00 ,"$17,295.00 ",1037.7,"$16,257.30 ","$11,530.00 ",4727.3,10/1/2014,10, October ,2014
Channel Partners,Mexico, Carretera , Medium ,$727.00 ,$3.00 ,$12.00 ,"$8,724.00 ",610.68,"$8,113.32 ","$2,181.00 ",5932.32,2/1/2014,2, February ,2014
Channel Partners,Canada, Carretera , Medium ,"$1,884.00 ",$3.00 ,$12.00 ,"$22,608.00 ",1582.56,"$21,025.44 ","$5,652.00 ",15373.44,8/1/2014,8, August ,2014
Government,Mexico, Carretera , Medium ,"$1,834.00 ",$3.00 ,$20.00 ,"$36,680.00 ",2567.6,"$34,112.40 ","$18,340.00 ",15772.4,9/1/2013,9, September ,2013
Channel Partners,Mexico, Montana , Medium ,"$2,340.00 ",$5.00 ,$12.00 ,"$28,080.00 ",1965.6,"$26,114.40 ","$7,020.00 ",19094.4,1/1/2014,1, January ,2014
Channel Partners,France, Montana , Medium ,"$2,342.00 ",$5.00 ,$12.00 ,"$28,104.00 ",1967.28,"$26,136.72 ","$7,026.00 ",19110.72,11/1/2014,11, November ,2014
Government,France, Paseo , Medium ,"$1,031.00 ",$10.00 ,$7.00 ,"$7,217.00 ",505.19,"$6,711.81 ","$5,155.00 ",1556.81,9/1/2013,9, September ,2013
Midmarket,Canada, Velo , Medium ,"$1,262.00 ",$120.00 ,$15.00 ,"$18,930.00 ",1325.1,"$17,604.90 ","$12,620.00 ",4984.9,5/1/2014,5, May ,2014
Government,Canada, Velo , Medium ,"$1,135.00 ",$120.00 ,$7.00 ,"$7,945.00 ",556.15,"$7,388.85 ","$5,675.00 ",1713.85,6/1/2014,6, June ,2014
Government,United States of America, Velo , Medium ,$547.00 ,$120.00 ,$7.00 ,"$3,829.00 ",268.03,"$3,560.97 ","$2,735.00 ",825.97,11/1/2014,11, November ,2014
Government,Canada, Velo , Medium ,"$1,582.00 ",$120.00 ,$7.00 ,"$11,074.00 ",775.18,"$10,298.82 ","$7,910.00 ",2388.82,12/1/2014,12, December ,2014
Channel Partners,France, VTT , Medium ,"$1,738.50 ",$250.00 ,$12.00 ,"$20,862.00 ",1460.34,"$19,401.66 ","$5,215.50 ",14186.16,4/1/2014,4, April ,2014
Channel Partners,Germany, VTT , Medium ,"$2,215.00 ",$250.00 ,$12.00 ,"$26,580.00 ",1860.6,"$24,719.40 ","$6,645.00 ",18074.4,9/1/2013,9, September ,2013
Government,Canada, VTT , Medium ,"$1,582.00 ",$250.00 ,$7.00 ,"$11,074.00 ",775.18,"$10,298.82 ","$7,910.00 ",2388.82,12/1/2014,12, December ,2014
Government,Canada, Amarilla , Medium ,"$1,135.00 ",$260.00 ,$7.00 ,"$7,945.00 ",556.15,"$7,388.85 ","$5,675.00 ",1713.85,6/1/2014,6, June ,2014
Government,United States of America, Carretera , Medium ,"$1,761.00 ",$3.00 ,$350.00 ,"$616,350.00 ",43144.5,"$573,205.50 ","$457,860.00 ",115345.5,3/1/2014,3, March ,2014
Small Business,France, Carretera , Medium ,$448.00 ,$3.00 ,$300.00 ,"$134,400.00 ",9408,"$124,992.00 ","$112,000.00 ",12992,6/1/2014,6, June ,2014
Small Business,France, Carretera , Medium ,"$2,181.00 ",$3.00 ,$300.00 ,"$654,300.00 ",45801,"$608,499.00 ","$545,250.00 ",63249,10/1/2014,10, October ,2014
Government,France, Montana , Medium ,"$1,976.00 ",$5.00 ,$20.00 ,"$39,520.00 ",2766.4,"$36,753.60 ","$19,760.00 ",16993.6,10/1/2014,10, October ,2014
Small Business,France, Montana , Medium ,"$2,181.00 ",$5.00 ,$300.00 ,"$654,300.00 ",45801,"$608,499.00 ","$545,250.00 ",63249,10/1/2014,10, October ,2014
Enterprise,Germany, Montana , Medium ,"$2,500.00 ",$5.00 ,$125.00 ,"$312,500.00 ",21875,"$290,625.00 ","$300,000.00 ",-9375,11/1/2013,11, November ,2013
Small Business,Canada, Paseo , Medium ,"$1,702.00 ",$10.00 ,$300.00 ,"$510,600.00 ",35742,"$474,858.00 ","$425,500.00 ",49358,5/1/2014,5, May ,2014
Small Business,France, Paseo , Medium ,$448.00 ,$10.00 ,$300.00 ,"$134,400.00 ",9408,"$124,992.00 ","$112,000.00 ",12992,6/1/2014,6, June ,2014
Enterprise,Germany, Paseo , Medium ,"$3,513.00 ",$10.00 ,$125.00 ,"$439,125.00 ",30738.75,"$408,386.25 ","$421,560.00 ",-13173.75,7/1/2014,7, July ,2014
Midmarket,France, Paseo , Medium ,"$2,101.00 ",$10.00 ,$15.00 ,"$31,515.00 ",2206.05,"$29,308.95 ","$21,010.00 ",8298.95,8/1/2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ,"$2,931.00 ",$10.00 ,$15.00 ,"$43,965.00 ",3077.55,"$40,887.45 ","$29,310.00 ",11577.45,9/1/2013,9, September ,2013
Government,France, Paseo , Medium ,"$1,535.00 ",$10.00 ,$20.00 ,"$30,700.00 ",2149,"$28,551.00 ","$15,350.00 ",13201,9/1/2014,9, September ,2014
Small Business,Germany, Paseo , Medium ,"$1,123.00 ",$10.00 ,$300.00 ,"$336,900.00 ",23583,"$313,317.00 ","$280,750.00 ",32567,9/1/2013,9, September ,2013
Small Business,Canada, Paseo , Medium ,"$1,404.00 ",$10.00 ,$300.00 ,"$421,200.00 ",29484,"$391,716.00 ","$351,000.00 ",40716,11/1/2013,11, November ,2013
Channel Partners,Mexico, Paseo , Medium ,"$2,763.00 ",$10.00 ,$12.00 ,"$33,156.00 ",2320.92,"$30,835.08 ","$8,289.00 ",22546.08,11/1/2013,11, November ,2013
Government,Germany, Paseo , Medium ,"$2,125.00 ",$10.00 ,$7.00 ,"$14,875.00 ",1041.25,"$13,833.75 ","$10,625.00 ",3208.75,12/1/2013,12, December ,2013
Small Business,France, Velo , Medium ,"$1,659.00 ",$120.00 ,$300.00 ,"$497,700.00 ",34839,"$462,861.00 ","$414,750.00 ",48111,7/1/2014,7, July ,2014
Government,Mexico, Velo , Medium ,$609.00 ,$120.00 ,$20.00 ,"$12,180.00 ",852.6,"$11,327.40 ","$6,090.00 ",5237.4,8/1/2014,8, August ,2014
Enterprise,Germany, Velo , Medium ,"$2,087.00 ",$120.00 ,$125.00 ,"$260,875.00 ",18261.25,"$242,613.75 ","$250,440.00 ",-7826.25,9/1/2014,9, September ,2014
Government,France, Velo , Medium ,"$1,976.00 ",$120.00 ,$20.00 ,"$39,520.00 ",2766.4,"$36,753.60 ","$19,760.00 ",16993.6,10/1/2014,10, October ,2014
Government,United States of America, Velo , Medium ,"$1,421.00 ",$120.00 ,$20.00 ,"$28,420.00 ",1989.4,"$26,430.60 ","$14,210.00 ",12220.6,12/1/2013,12, December ,2013
Small Business,United States of America, Velo , Medium ,"$1,372.00 ",$120.00 ,$300.00 ,"$411,600.00 ",28812,"$382,788.00 ","$343,000.00 ",39788,12/1/2014,12, December ,2014
Government,Germany, Velo , Medium ,$588.00 ,$120.00 ,$20.00 ,"$11,760.00 ",823.2,"$10,936.80 ","$5,880.00 ",5056.8,12/1/2013,12, December ,2013
Channel Partners,Canada, VTT , Medium ,"$3,244.50 ",$250.00 ,$12.00 ,"$38,934.00 ",2725.38,"$36,208.62 ","$9,733.50 ",26475.12,1/1/2014,1, January ,2014
Small Business,France, VTT , Medium ,$959.00 ,$250.00 ,$300.00 ,"$287,700.00 ",20139,"$267,561.00 ","$239,750.00 ",27811,2/1/2014,2, February ,2014
Small Business,Mexico, VTT , Medium ,"$2,747.00 ",$250.00 ,$300.00 ,"$824,100.00 ",57687,"$766,413.00 ","$686,750.00 ",79663,2/1/2014,2, February ,2014
Enterprise,Canada, Amarilla , Medium ,"$1,645.00 ",$260.00 ,$125.00 ,"$205,625.00 ",14393.75,"$191,231.25 ","$197,400.00 ",-6168.75,5/1/2014,5, May ,2014
Government,France, Amarilla , Medium ,"$2,876.00 ",$260.00 ,$350.00 ,"$1,006,600.00 ",70462,"$936,138.00 ","$747,760.00 ",188378,9/1/2014,9, September ,2014
Enterprise,Germany, Amarilla , Medium ,$994.00 ,$260.00 ,$125.00 ,"$124,250.00 ",8697.5,"$115,552.50 ","$119,280.00 ",-3727.5,9/1/2013,9, September ,2013
Government,Canada, Amarilla , Medium ,"$1,118.00 ",$260.00 ,$20.00 ,"$22,360.00 ",1565.2,"$20,794.80 ","$11,180.00 ",9614.8,11/1/2014,11, November ,2014
Small Business,United States of America, Amarilla , Medium ,"$1,372.00 ",$260.00 ,$300.00 ,"$411,600.00 ",28812,"$382,788.00 ","$343,000.00 ",39788,12/1/2014,12, December ,2014
Government,Canada, Montana , Medium ,$488.00 ,$5.00 ,$7.00 ,"$3,416.00 ",273.28,"$3,142.72 ","$2,440.00 ",702.72,2/1/2014,2, February ,2014
Government,United States of America, Montana , Medium ,"$1,282.00 ",$5.00 ,$20.00 ,"$25,640.00 ",2051.2,"$23,588.80 ","$12,820.00 ",10768.8,6/1/2014,6, June ,2014
Government,Canada, Paseo , Medium ,$257.00 ,$10.00 ,$7.00 ,"$1,799.00 ",143.92,"$1,655.08 ","$1,285.00 ",370.08,5/1/2014,5, May ,2014
Government,United States of America, Amarilla , Medium ,"$1,282.00 ",$260.00 ,$20.00 ,"$25,640.00 ",2051.2,"$23,588.80 ","$12,820.00 ",10768.8,6/1/2014,6, June ,2014
Enterprise,Mexico, Carretera , Medium ,"$1,540.00 ",$3.00 ,$125.00 ,"$192,500.00 ",15400,"$177,100.00 ","$184,800.00 ",-7700,8/1/2014,8, August ,2014
Midmarket,France, Carretera , Medium ,$490.00 ,$3.00 ,$15.00 ,"$7,350.00 ",588,"$6,762.00 ","$4,900.00 ",1862,11/1/2014,11, November ,2014
Government,Mexico, Carretera , Medium ,"$1,362.00 ",$3.00 ,$350.00 ,"$476,700.00 ",38136,"$438,564.00 ","$354,120.00 ",84444,12/1/2014,12, December ,2014
Midmarket,France, Montana , Medium ,"$2,501.00 ",$5.00 ,$15.00 ,"$37,515.00 ",3001.2,"$34,513.80 ","$25,010.00 ",9503.8,3/1/2014,3, March ,2014
Government,Canada, Montana , Medium ,$708.00 ,$5.00 ,$20.00 ,"$14,160.00 ",1132.8,"$13,027.20 ","$7,080.00 ",5947.2,6/1/2014,6, June ,2014
Government,Germany, Montana , Medium ,$645.00 ,$5.00 ,$20.00 ,"$12,900.00 ",1032,"$11,868.00 ","$6,450.00 ",5418,7/1/2014,7, July ,2014
Small Business,France, Montana , Medium ,"$1,562.00 ",$5.00 ,$300.00 ,"$468,600.00 ",37488,"$431,112.00 ","$390,500.00 ",40612,8/1/2014,8, August ,2014
Small Business,Canada, Montana , Medium ,"$1,283.00 ",$5.00 ,$300.00 ,"$384,900.00 ",30792,"$354,108.00 ","$320,750.00 ",33358,9/1/2013,9, September ,2013
Midmarket,Germany, Montana , Medium ,$711.00 ,$5.00 ,$15.00 ,"$10,665.00 ",853.2,"$9,811.80 ","$7,110.00 ",2701.8,12/1/2014,12, December ,2014
Enterprise,Mexico, Paseo , Medium ,"$1,114.00 ",$10.00 ,$125.00 ,"$139,250.00 ",11140,"$128,110.00 ","$133,680.00 ",-5570,3/1/2014,3, March ,2014
Government,Germany, Paseo , Medium ,"$1,259.00 ",$10.00 ,$7.00 ,"$8,813.00 ",705.04,"$8,107.96 ","$6,295.00 ",1812.96,4/1/2014,4, April ,2014
Government,Germany, Paseo , Medium ,"$1,095.00 ",$10.00 ,$7.00 ,"$7,665.00 ",613.2,"$7,051.80 ","$5,475.00 ",1576.8,5/1/2014,5, May ,2014
Government,Germany, Paseo , Medium ,"$1,366.00 ",$10.00 ,$20.00 ,"$27,320.00 ",2185.6,"$25,134.40 ","$13,660.00 ",11474.4,6/1/2014,6, June ,2014
Small Business,Mexico, Paseo , Medium ,"$2,460.00 ",$10.00 ,$300.00 ,"$738,000.00 ",59040,"$678,960.00 ","$615,000.00 ",63960,6/1/2014,6, June ,2014
Government,United States of America, Paseo , Medium ,$678.00 ,$10.00 ,$7.00 ,"$4,746.00 ",379.68,"$4,366.32 ","$3,390.00 ",976.32,8/1/2014,8, August ,2014
Government,Germany, Paseo , Medium ,"$1,598.00 ",$10.00 ,$7.00 ,"$11,186.00 ",894.88,"$10,291.12 ","$7,990.00 ",2301.12,8/1/2014,8, August ,2014
Government,Germany, Paseo , Medium ,"$2,409.00 ",$10.00 ,$7.00 ,"$16,863.00 ",1349.04,"$15,513.96 ","$12,045.00 ",3468.96,9/1/2013,9, September ,2013
Government,Germany, Paseo , Medium ,"$1,934.00 ",$10.00 ,$20.00 ,"$38,680.00 ",3094.4,"$35,585.60 ","$19,340.00 ",16245.6,9/1/2014,9, September ,2014
Government,Mexico, Paseo , Medium ,"$2,993.00 ",$10.00 ,$20.00 ,"$59,860.00 ",4788.8,"$55,071.20 ","$29,930.00 ",25141.2,9/1/2014,9, September ,2014
Government,Germany, Paseo , Medium ,"$2,146.00 ",$10.00 ,$350.00 ,"$751,100.00 ",60088,"$691,012.00 ","$557,960.00 ",133052,11/1/2013,11, November ,2013
Government,Mexico, Paseo , Medium ,"$1,946.00 ",$10.00 ,$7.00 ,"$13,622.00 ",1089.76,"$12,532.24 ","$9,730.00 ",2802.24,12/1/2013,12, December ,2013
Government,Mexico, Paseo , Medium ,"$1,362.00 ",$10.00 ,$350.00 ,"$476,700.00 ",38136,"$438,564.00 ","$354,120.00 ",84444,12/1/2014,12, December ,2014
Channel Partners,Canada, Velo , Medium ,$598.00 ,$120.00 ,$12.00 ,"$7,176.00 ",574.08,"$6,601.92 ","$1,794.00 ",4807.92,3/1/2014,3, March ,2014
Government,United States of America, Velo , Medium ,"$2,907.00 ",$120.00 ,$7.00 ,"$20,349.00 ",1627.92,"$18,721.08 ","$14,535.00 ",4186.08,6/1/2014,6, June ,2014
Government,Germany, Velo , Medium ,"$2,338.00 ",$120.00 ,$7.00 ,"$16,366.00 ",1309.28,"$15,056.72 ","$11,690.00 ",3366.72,6/1/2014,6, June ,2014
Small Business,France, Velo , Medium ,$386.00 ,$120.00 ,$300.00 ,"$115,800.00 ",9264,"$106,536.00 ","$96,500.00 ",10036,11/1/2013,11, November ,2013
Small Business,Mexico, Velo , Medium ,$635.00 ,$120.00 ,$300.00 ,"$190,500.00 ",15240,"$175,260.00 ","$158,750.00 ",16510,12/1/2014,12, December ,2014
Government,France, VTT , Medium ,$574.50 ,$250.00 ,$350.00 ,"$201,075.00 ",16086,"$184,989.00 ","$149,370.00 ",35619,4/1/2014,4, April ,2014
Government,Germany, VTT , Medium ,"$2,338.00 ",$250.00 ,$7.00 ,"$16,366.00 ",1309.28,"$15,056.72 ","$11,690.00 ",3366.72,6/1/2014,6, June ,2014
Government,France, VTT , Medium ,$381.00 ,$250.00 ,$350.00 ,"$133,350.00 ",10668,"$122,682.00 ","$99,060.00 ",23622,8/1/2014,8, August ,2014
Government,Germany, VTT , Medium ,$422.00 ,$250.00 ,$350.00 ,"$147,700.00 ",11816,"$135,884.00 ","$109,720.00 ",26164,8/1/2014,8, August ,2014
Small Business,Canada, VTT , Medium ,"$2,134.00 ",$250.00 ,$300.00 ,"$640,200.00 ",51216,"$588,984.00 ","$533,500.00 ",55484,9/1/2014,9, September ,2014
Small Business,United States of America, VTT , Medium ,$808.00 ,$250.00 ,$300.00 ,"$242,400.00 ",19392,"$223,008.00 ","$202,000.00 ",21008,12/1/2013,12, December ,2013
Government,Canada, Amarilla , Medium ,$708.00 ,$260.00 ,$20.00 ,"$14,160.00 ",1132.8,"$13,027.20 ","$7,080.00 ",5947.2,6/1/2014,6, June ,2014
Government,United States of America, Amarilla , Medium ,"$2,907.00 ",$260.00 ,$7.00 ,"$20,349.00 ",1627.92,"$18,721.08 ","$14,535.00 ",4186.08,6/1/2014,6, June ,2014
Government,Germany, Amarilla , Medium ,"$1,366.00 ",$260.00 ,$20.00 ,"$27,320.00 ",2185.6,"$25,134.40 ","$13,660.00 ",11474.4,6/1/2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium ,"$2,460.00 ",$260.00 ,$300.00 ,"$738,000.00 ",59040,"$678,960.00 ","$615,000.00 ",63960,6/1/2014,6, June ,2014
Government,Germany, Amarilla , Medium ,"$1,520.00 ",$260.00 ,$20.00 ,"$30,400.00 ",2432,"$27,968.00 ","$15,200.00 ",12768,11/1/2014,11, November ,2014
Midmarket,Germany, Amarilla , Medium ,$711.00 ,$260.00 ,$15.00 ,"$10,665.00 ",853.2,"$9,811.80 ","$7,110.00 ",2701.8,12/1/2014,12, December ,2014
Channel Partners,Mexico, Amarilla , Medium ,"$1,375.00 ",$260.00 ,$12.00 ,"$16,500.00 ",1320,"$15,180.00 ","$4,125.00 ",11055,12/1/2013,12, December ,2013
Small Business,Mexico, Amarilla , Medium ,$635.00 ,$260.00 ,$300.00 ,"$190,500.00 ",15240,"$175,260.00 ","$158,750.00 ",16510,12/1/2014,12, December ,2014
Government,United States of America, VTT , Medium ,$436.50 ,$250.00 ,$20.00 ,"$8,730.00 ",698.4,"$8,031.60 ","$4,365.00 ",3666.6,7/1/2014,7, July ,2014
Small Business,Canada, Carretera , Medium ,"$1,094.00 ",$3.00 ,$300.00 ,"$328,200.00 ",29538,"$298,662.00 ","$273,500.00 ",25162,6/1/2014,6, June ,2014
Channel Partners,Mexico, Carretera , Medium ,$367.00 ,$3.00 ,$12.00 ,"$4,404.00 ",396.36,"$4,007.64 ","$1,101.00 ",2906.64,10/1/2013,10, October ,2013
Small Business,Canada, Montana , Medium ,"$3,802.50 ",$5.00 ,$300.00 ,"$1,140,750.00 ",102667.5,"$1,038,082.50 ","$950,625.00 ",87457.5,4/1/2014,4, April ,2014
Government,France, Montana , Medium ,"$1,666.00 ",$5.00 ,$350.00 ,"$583,100.00 ",52479,"$530,621.00 ","$433,160.00 ",97461,5/1/2014,5, May ,2014
Small Business,France, Montana , Medium ,$322.00 ,$5.00 ,$300.00 ,"$96,600.00 ",8694,"$87,906.00 ","$80,500.00 ",7406,9/1/2013,9, September ,2013
Channel Partners,Canada, Montana , Medium ,"$2,321.00 ",$5.00 ,$12.00 ,"$27,852.00 ",2506.68,"$25,345.32 ","$6,963.00 ",18382.32,11/1/2014,11, November ,2014
Enterprise,France, Montana , Medium ,"$1,857.00 ",$5.00 ,$125.00 ,"$232,125.00 ",20891.25,"$211,233.75 ","$222,840.00 ",-11606.25,11/1/2013,11, November ,2013
Government,Canada, Montana , Medium ,"$1,611.00 ",$5.00 ,$7.00 ,"$11,277.00 ",1014.93,"$10,262.07 ","$8,055.00 ",2207.07,12/1/2013,12, December ,2013
Enterprise,United States of America, Montana , Medium ,"$2,797.00 ",$5.00 ,$125.00 ,"$349,625.00 ",31466.25,"$318,158.75 ","$335,640.00 ",-17481.25,12/1/2014,12, December ,2014
Small Business,Germany, Montana , Medium ,$334.00 ,$5.00 ,$300.00 ,"$100,200.00 ",9018,"$91,182.00 ","$83,500.00 ",7682,12/1/2013,12, December ,2013
Small Business,Mexico, Paseo , Medium ,"$2,565.00 ",$10.00 ,$300.00 ,"$769,500.00 ",69255,"$700,245.00 ","$641,250.00 ",58995,1/1/2014,1, January ,2014
Government,Mexico, Paseo , Medium ,"$2,417.00 ",$10.00 ,$350.00 ,"$845,950.00 ",76135.5,"$769,814.50 ","$628,420.00 ",141394.5,1/1/2014,1, January ,2014
Midmarket,United States of America, Paseo , Medium ,"$3,675.00 ",$10.00 ,$15.00 ,"$55,125.00 ",4961.25,"$50,163.75 ","$36,750.00 ",13413.75,4/1/2014,4, April ,2014
Small Business,Canada, Paseo , Medium ,"$1,094.00 ",$10.00 ,$300.00 ,"$328,200.00 ",29538,"$298,662.00 ","$273,500.00 ",25162,6/1/2014,6, June ,2014
Midmarket,France, Paseo , Medium ,"$1,227.00 ",$10.00 ,$15.00 ,"$18,405.00 ",1656.45,"$16,748.55 ","$12,270.00 ",4478.55,10/1/2014,10, October ,2014
Channel Partners,Mexico, Paseo , Medium ,$367.00 ,$10.00 ,$12.00 ,"$4,404.00 ",396.36,"$4,007.64 ","$1,101.00 ",2906.64,10/1/2013,10, October ,2013
Small Business,France, Paseo , Medium ,"$1,324.00 ",$10.00 ,$300.00 ,"$397,200.00 ",35748,"$361,452.00 ","$331,000.00 ",30452,11/1/2014,11, November ,2014
Channel Partners,Germany, Paseo , Medium ,"$1,775.00 ",$10.00 ,$12.00 ,"$21,300.00 ",1917,"$19,383.00 ","$5,325.00 ",14058,11/1/2013,11, November ,2013
Enterprise,United States of America, Paseo , Medium ,"$2,797.00 ",$10.00 ,$125.00 ,"$349,625.00 ",31466.25,"$318,158.75 ","$335,640.00 ",-17481.25,12/1/2014,12, December ,2014
Midmarket,Mexico, Velo , Medium ,$245.00 ,$120.00 ,$15.00 ,"$3,675.00 ",330.75,"$3,344.25 ","$2,450.00 ",894.25,5/1/2014,5, May ,2014
Small Business,Canada, Velo , Medium ,"$3,793.50 ",$120.00 ,$300.00 ,"$1,138,050.00 ",102424.5,"$1,035,625.50 ","$948,375.00 ",87250.5,7/1/2014,7, July ,2014
Government,Germany, Velo , Medium ,"$1,307.00 ",$120.00 ,$350.00 ,"$457,450.00 ",41170.5,"$416,279.50 ","$339,820.00 ",76459.5,7/1/2014,7, July ,2014
Enterprise,Canada, Velo , Medium ,$567.00 ,$120.00 ,$125.00 ,"$70,875.00 ",6378.75,"$64,496.25 ","$68,040.00 ",-3543.75,9/1/2014,9, September ,2014
Enterprise,Mexico, Velo , Medium ,"$2,110.00 ",$120.00 ,$125.00 ,"$263,750.00 ",23737.5,"$240,012.50 ","$253,200.00 ",-13187.5,9/1/2014,9, September ,2014
Government,Canada, Velo , Medium ,"$1,269.00 ",$120.00 ,$350.00 ,"$444,150.00 ",39973.5,"$404,176.50 ","$329,940.00 ",74236.5,10/1/2014,10, October ,2014
Channel Partners,United States of America, VTT , Medium ,"$1,956.00 ",$250.00 ,$12.00 ,"$23,472.00 ",2112.48,"$21,359.52 ","$5,868.00 ",15491.52,1/1/2014,1, January ,2014
Small Business,Germany, VTT , Medium ,"$2,659.00 ",$250.00 ,$300.00 ,"$797,700.00 ",71793,"$725,907.00 ","$664,750.00 ",61157,2/1/2014,2, February ,2014
Government,United States of America, VTT , Medium ,"$1,351.50 ",$250.00 ,$350.00 ,"$473,025.00 ",42572.25,"$430,452.75 ","$351,390.00 ",79062.75,4/1/2014,4, April ,2014
Channel Partners,Germany, VTT , Medium ,$880.00 ,$250.00 ,$12.00 ,"$10,560.00 ",950.4,"$9,609.60 ","$2,640.00 ",6969.6,5/1/2014,5, May ,2014
Small Business,United States of America, VTT , Medium ,"$1,867.00 ",$250.00 ,$300.00 ,"$560,100.00 ",50409,"$509,691.00 ","$466,750.00 ",42941,9/1/2014,9, September ,2014
Channel Partners,France, VTT , Medium ,"$2,234.00 ",$250.00 ,$12.00 ,"$26,808.00 ",2412.72,"$24,395.28 ","$6,702.00 ",17693.28,9/1/2013,9, September ,2013
Midmarket,France, VTT , Medium ,"$1,227.00 ",$250.00 ,$15.00 ,"$18,405.00 ",1656.45,"$16,748.55 ","$12,270.00 ",4478.55,10/1/2014,10, October ,2014
Enterprise,Mexico, VTT , Medium ,$877.00 ,$250.00 ,$125.00 ,"$109,625.00 ",9866.25,"$99,758.75 ","$105,240.00 ",-5481.25,11/1/2014,11, November ,2014
Government,United States of America, Amarilla , Medium ,"$2,071.00 ",$260.00 ,$350.00 ,"$724,850.00 ",65236.5,"$659,613.50 ","$538,460.00 ",121153.5,9/1/2014,9, September ,2014
Government,Canada, Amarilla , Medium ,"$1,269.00 ",$260.00 ,$350.00 ,"$444,150.00 ",39973.5,"$404,176.50 ","$329,940.00 ",74236.5,10/1/2014,10, October ,2014
Midmarket,Germany, Amarilla , Medium ,$970.00 ,$260.00 ,$15.00 ,"$14,550.00 ",1309.5,"$13,240.50 ","$9,700.00 ",3540.5,11/1/2013,11, November ,2013
Government,Mexico, Amarilla , Medium ,"$1,694.00 ",$260.00 ,$20.00 ,"$33,880.00 ",3049.2,"$30,830.80 ","$16,940.00 ",13890.8,11/1/2014,11, November ,2014
Government,Germany, Carretera , Medium ,$663.00 ,$3.00 ,$20.00 ,"$13,260.00 ",1193.4,"$12,066.60 ","$6,630.00 ",5436.6,5/1/2014,5, May ,2014
Government,Canada, Carretera , Medium ,$819.00 ,$3.00 ,$7.00 ,"$5,733.00 ",515.97,"$5,217.03 ","$4,095.00 ",1122.03,7/1/2014,7, July ,2014
Channel Partners,Germany, Carretera , Medium ,"$1,580.00 ",$3.00 ,$12.00 ,"$18,960.00 ",1706.4,"$17,253.60 ","$4,740.00 ",12513.6,9/1/2014,9, September ,2014
Government,Mexico, Carretera , Medium ,$521.00 ,$3.00 ,$7.00 ,"$3,647.00 ",328.23,"$3,318.77 ","$2,605.00 ",713.77,12/1/2014,12, December ,2014
Government,United States of America, Paseo , Medium ,$973.00 ,$10.00 ,$20.00 ,"$19,460.00 ",1751.4,"$17,708.60 ","$9,730.00 ",7978.6,3/1/2014,3, March ,2014
Government,Mexico, Paseo , Medium ,"$1,038.00 ",$10.00 ,$20.00 ,"$20,760.00 ",1868.4,"$18,891.60 ","$10,380.00 ",8511.6,6/1/2014,6, June ,2014
